mal_id,english_name,score,genres,popularity
1,Cowboy Bebop,8.78,"Action, Adventure, Comedy, Drama, Sci-Fi, Space",39
5,Cowboy Bebop:The Movie,8.39,"Action, Drama, Mystery, Sci-Fi, Space",518
6,Trigun,8.24,"Action, Sci-Fi, Adventure, Comedy, Drama, Shounen",201
7,Witch Hunter Robin,7.27,"Action, Mystery, Police, Supernatural, Drama, Magic",1467
8,Beet the Vandel Buster,6.98,"Adventure, Fantasy, Shounen, Supernatural",4369
16,Honey and Clover,8.06,"Comedy, Drama, Josei, Romance, Slice of Life",687
19,Monster,8.76,"Drama, Horror, Mystery, Police, Psychological, Seinen, Thriller",169
20,Naruto,7.91,"Action, Adventure, Comedy, Super Power, Martial Arts, Shounen",8
21,One Piece,8.52,"Action, Adventure, Comedy, Super Power, Drama, Fantasy, Shounen",31
22,The Prince of Tennis,7.9,"Action, Comedy, Sports, School, Shounen",1039
24,School Rumble,7.94,"Comedy, Romance, School, Shounen",514
25,Desert Punk,7.42,"Action, Adventure, Comedy, Ecchi, Sci-Fi, Shounen",1284
26,Texhnolyze,7.76,"Action, Sci-Fi, Psychological, Drama",823
27,Trinity Blood,7.32,"Action, Supernatural, Vampire",936
28,Yakitate!! Japan,7.95,"Comedy, Shounen",1666
30,Neon Genesis Evangelion,8.32,"Action, Sci-Fi, Dementia, Psychological, Drama, Mecha",54
31,Neon Genesis Evangelion:Death & Rebirth,7.45,"Drama, Mecha, Psychological, Sci-Fi",833
32,Neon Genesis Evangelion:The End of Evangelion,8.51,"Sci-Fi, Dementia, Psychological, Drama, Mecha",195
33,Berserk,8.49,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural",301
43,Ghost in the Shell,8.29,"Action, Mecha, Police, Psychological, Sci-Fi, Seinen",265
44,Samurai X:Trust and Betrayal,8.73,"Action, Historical, Drama, Romance, Martial Arts, Samurai, Shounen",637
45,Rurouni Kenshin,8.31,"Action, Adventure, Comedy, Historical, Romance, Samurai, Shounen",345
46,Samurai X:The Motion Picture,7.56,"Samurai, Historical, Drama, Shounen",2411
47,AKIRA,8.17,"Action, Military, Sci-Fi, Adventure, Horror, Supernatural, Seinen",197
48,.hack//Sign,6.98,"Game, Sci-Fi, Adventure, Mystery, Magic, Fantasy",940
49,Oh! My Goddess,7.32,"Comedy, Magic, Romance, Seinen, Supernatural",2360
50,Ah! My Goddess,7.35,"Comedy, Supernatural, Magic, Romance, Seinen",1083
51,Angel Sanctuary,6.31,"Action, Drama, Romance, Shoujo, Supernatural",2419
52,Battle Doll Angelic Layer,7.26,"Sci-Fi, Comedy, Sports, Drama, Shounen",2232
53,Ai Yori Aoshi,7.14,"Harem, Slice of Life, Comedy, Drama, Romance",1465
57,Beck:Mongolian Chop Squad,8.31,"Comedy, Drama, Music, Shounen, Slice of Life",570
58,Blue Gender,7.05,"Adventure, Romance, Mecha, Military, Sci-Fi, Horror, Space, Drama",1886
59,Chobits,7.43,"Sci-Fi, Comedy, Drama, Romance, Ecchi, Seinen",332
60,Chrono Crusade,7.66,"Action, Demons, Historical, Romance, Shounen, Supernatural",742
61,D.N.Angel,7.2,"Action, Comedy, Magic, Romance, Fantasy, School, Shoujo",891
62,D.C.~Da Capo~,6.77,"Harem, Drama, Magic, Romance",1852
63,DearS,6.62,"Sci-Fi, Harem, Comedy, Romance, Ecchi, Shounen",1146
64,Rozen Maiden,7.44,"Action, Comedy, Drama, Magic, Seinen",846
65,Rozen Maiden:Träumend,7.65,"Action, Comedy, Drama, Magic, Seinen",1479
66,Azumanga Daioh:The Animation,7.98,"Slice of Life, Comedy, School",554
67,Basilisk,7.58,"Action, Adventure, Historical, Supernatural, Romance, Samurai, Fantasy",940
68,Black Cat,7.38,"Sci-Fi, Adventure, Comedy, Super Power, Shounen",622
71,Full Metal Panic!,7.65,"Action, Military, Sci-Fi, Comedy, Mecha",322
72,Full Metal Panic? Fumoffu,8.07,"Action, Comedy, School",571
73,Full Metal Panic! The Second Raid,7.96,"Action, Military, Mecha",639
74,Gakuen Alice,7.65,"Comedy, School, Shoujo, Super Power",1640
75,Fafner of the Blue Sky,7.3,"Action, Drama, Mecha, Military, Sci-Fi",2523
76,Magical Girl Lyrical Nanoha,7.42,"Action, Comedy, Drama, Magic, Super Power",1550
77,Magical Girl Lyrical Nanoha A's,7.99,"Action, Comedy, Drama, Magic, Super Power",2075
79,Shuffle!,7.09,"Harem, Comedy, Drama, Magic, Romance, Ecchi, Fantasy, School, Seinen",600
80,Mobile Suit Gundam,7.78,"Action, Military, Sci-Fi, Space, Mecha",1427
81,Mobile Suit Gundam:The 08th MS Team,8.03,"Adventure, Drama, Mecha, Military, Romance, Sci-Fi",1948
82,Mobile Suit Gundam 0080:War in the Pocket,7.9,"Military, Sci-Fi, Space, Drama, Mecha",2444
84,Mobile Suit Gundam 0083:Stardust Memory,7.3,"Military, Sci-Fi, Adventure, Space, Drama, Romance, Mecha",2791
85,Mobile Suit Zeta Gundam,7.92,"Military, Sci-Fi, Space, Drama, Romance, Mecha",2159
86,Mobile Suit Gundam ZZ,6.66,"Space, Comedy, Mecha, Military, Drama, Sci-Fi",2941
87,Mobile Suit Gundam:Char's Counterattack,7.68,"Military, Sci-Fi, Space, Drama, Mecha",2773
88,Mobile Suit Gundam F91,6.67,"Drama, Mecha, Military, Sci-Fi, Space",3387
89,Mobile Suit V Gundam,6.76,"Drama, Mecha, Military, Sci-Fi, Space",3588
90,Mobile Suit Gundam Wing,7.72,"Action, Military, Sci-Fi, Space, Drama, Mecha",1118
91,Mobile Suit Gundam Wing:Endless Waltz,7.76,"Action, Drama, Mecha, Military, Sci-Fi, Space",2512
92,After War Gundam X,7.32,"Sci-Fi, Adventure, Space, Drama, Mecha",3043
93,Mobile Suit Gundam SEED,7.79,"Action, Drama, Mecha, Military, Romance, Sci-Fi, Space",1057
95,∀ Gundam,7.7,"Action, Military, Sci-Fi, Adventure, Space, Drama, Romance, Mecha",2714
96,Mobile Fighter G Gundam,7.56,"Adventure, Comedy, Drama, Martial Arts, Mecha, Romance, Sci-Fi, Space, Sports",2109
97,Last Exile,7.82,"Action, Sci-Fi, Adventure",995
98,My-Hime,7.46,"Action, Comedy, Drama, Fantasy, Magic, Mecha, Romance, School, Shoujo Ai",1381
99,My-Otome,7.31,"Comedy, Drama, Fantasy, Magic",2370
100,Prétear:The New Legend of Snow White,7.2,"Comedy, Drama, Fantasy, Magic, Romance, Shoujo, Super Power",2162
101,Air,7.32,"Slice of Life, Supernatural, Drama, Romance",563
103,Red Riding Hood Chacha,7.39,"Adventure, Comedy, Fantasy, Magic, Romance, Shoujo",4551
104,"Ceres, Celestial Legend",7.23,"Adventure, Comedy, Horror, Psychological, Supernatural, Drama, Romance, Shoujo",2182
105,Boys Be...,6.46,"Slice of Life, Comedy, Romance, Shounen",3665
106,Hana Yori Dango,7.7,"Drama, Romance, School, Shoujo",2293
107,Jing:King of Bandits,7.23,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",2817
108,Jing:King of Bandits - Seventh Heaven,7.29,"Adventure, Fantasy, Psychological, Comedy, Shounen",4619
109,Burst Angel,6.81,"Adventure, Comedy, Mecha, Sci-Fi",1965
111,Corrector Yui,6.83,"Sci-Fi, Adventure, Comedy, Magic",4519
112,The Cosmopolitan Prayers,4.95,"Action, Ecchi, Adventure, Fantasy, Magic, Comedy, Super Power, Sci-Fi",5542
113,Stellvia,7.38,"Action, Mecha, Romance, Sci-Fi, Space",3577
114,Cromartie High School,7.93,"Comedy, School, Shounen",1279
116,El-Hazard:The Wanderers,6.97,"Adventure, Comedy, Romance, Fantasy",4198
120,Fruits Basket,7.69,"Slice of Life, Comedy, Supernatural, Drama, Romance, Shoujo",314
121,Fullmetal Alchemist,8.17,"Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen",52
122,Searching for the Full Moon,7.96,"Music, Comedy, Supernatural, Drama, Romance, Shoujo",1519
123,Mysterious Play,7.64,"Adventure, Fantasy, Magic, Martial Arts, Comedy, Romance, Historical, Drama, Shoujo",1434
124,Mysterious Play:Eikoden,6.86,"Adventure, Fantasy, Romance, Drama, Shoujo",4101
125,Twin Love,6.49,"Comedy, Romance, School",2900
129,Saiyuki,7.59,"Action, Adventure, Comedy, Demons, Drama, Shounen, Supernatural",2359
130,Saiyuki Reload,7.41,"Action, Adventure, Comedy, Demons, Drama, Josei, Supernatural",3071
131,Saiyuki Gunlock,7.42,"Action, Adventure, Comedy, Demons, Drama, Josei, Supernatural",3724
132,Getbackers,7.61,"Action, Comedy, Drama, Mystery, Shounen, Super Power, Supernatural",1339
133,Green Green,6.21,"Comedy, Ecchi, Romance, School, Slice of Life",1333
134,Gunslinger Girl,7.42,"Action, Psychological, Military, Drama, Sci-Fi",920
135,Hikaru no Go,8.11,"Comedy, Game, Shounen, Supernatural",1287
136,Hunter x Hunter,8.42,"Action, Adventure, Super Power, Fantasy, Shounen",319
141,Jinki:Extend,6.14,"Mecha, Sci-Fi",4923
143,Destiny of the Shrine Maiden,6.87,"Supernatural, Drama, Magic, Romance, Mecha, Shounen, Shoujo Ai",2000
145,His and Her Circumstances,7.61,"Comedy, Drama, Romance, School, Shoujo, Slice of Life",875
146,This Ugly Yet Beautiful World,6.76,"Sci-Fi, Comedy, Drama, Magic, Romance, Ecchi",2145
147,Rumbling Hearts,7.24,"Drama, Romance, Slice of Life",1187
148,Diamond Daydreams,6.62,"Drama, Romance, Slice of Life",5411
149,Loveless,6.86,"Action, Mystery, Supernatural, Drama, Romance, Fantasy, Josei, Shounen Ai",1215
150,Blood+,7.66,"Action, Military, Mystery, Horror, Supernatural, Drama, Vampire",431
153,The Twelve Kingdoms,8.06,"Action, Adventure, Fantasy, Magic, Supernatural",1266
154,Shaman King,7.78,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",477
155,X - The Movie,6.59,"Action, Drama, Fantasy, Horror, Magic, Sci-Fi, Supernatural",2904
156,X,7.43,"Action, Super Power, Drama, Magic, Romance, Fantasy, Shoujo",1818
157,Negima!,6.98,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Super Power, Supernatural",1208
158,Maria Watches Over Us,7.34,"Slice of Life, Drama, Romance, Shoujo, Shoujo Ai",2170
159,The Melody of Oblivion,6.34,"Adventure, Fantasy, Horror, Mecha, Psychological, Sci-Fi, Shounen, Space, Supernatural",3975
160,"Now and Then, Here and There",7.66,"Adventure, Drama, Fantasy, Military, Sci-Fi",1309
161,Peace Maker Kurogane,7.33,"Action, Comedy, Historical, Samurai, Shounen",2251
162,Pita-Ten,6.94,"Comedy, Fantasy, Kids, Romance, School, Shounen",3626
164,Princess Mononoke,8.72,"Action, Adventure, Fantasy",91
165,RahXephon,7.42,"Action, Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi",1395
166,Samurai 7,7.48,"Historical, Mecha, Samurai, Sci-Fi",1295
167,Scrapped Princess,7.41,"Sci-Fi, Adventure, Comedy, Drama, Fantasy, Mecha, Shounen",1637
168,s-CRY-ed,7.38,"Action, Sci-Fi, Adventure, Super Power, Drama",1787
169,Lunar Legend Tsukihime,6.91,"Action, Horror, Mystery, Romance, Super Power, Supernatural, Vampire",1086
170,Slam Dunk,8.53,"Comedy, Drama, School, Shounen, Sports",728
174,Tenjho Tenge,6.93,"Action, Ecchi, Martial Arts, Comedy, Super Power, School, Shounen",934
175,Tokyo Underground,6.63,"Action, Adventure, Romance, Sci-Fi, Shounen, Super Power",3254
177,Tsubasa RESERVoir CHRoNiCLE,7.55,"Action, Adventure, Fantasy, Magic, Romance, Supernatural, Shounen",759
178,Ultramaniac - Magical Girl,7.18,"Comedy, Magic, Romance, School, Shoujo",3103
180,Vandread,7.21,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",1771
182,The Vision of Escaflowne,7.7,"Adventure, Psychological, Romance, Fantasy, Mecha",1157
185,Initial D First Stage,8.29,"Action, Cars, Drama, Seinen, Sports",638
186,Initial D Second Stage,8.12,"Action, Cars, Drama, Seinen, Sports",1095
188,Masquerade,6.11,"Comedy, Hentai, Mystery, Supernatural",8469
189,Love Hina,7.14,"Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life",645
190,Love Hina Again,7.25,"Comedy, Drama, Ecchi, Romance, Shounen",1715
191,Love Hina Christmas Movie,7.34,"Slice of Life, Comedy, Romance",2177
192,Love Hina Spring Movie,7.21,"Adventure, Comedy, Romance",2307
193,Maburaho,6.8,"Comedy, Drama, Ecchi, Harem, Magic, Romance, School",1583
194,Macross Zero,7.55,"Adventure, Mecha, Military, Sci-Fi, Shounen",2809
195,Please Teacher!,7.17,"Sci-Fi, Comedy, Drama, Romance, School",1008
196,Please Twins,6.88,"Comedy, Drama, Harem, School, Sci-Fi",1699
198,Speed Grapher,7.35,"Action, Mystery, Super Power",1458
199,Spirited Away,8.83,"Adventure, Supernatural, Drama",41
200,Cheeky Angel,7.48,"Comedy, Magic, Romance, Shounen",3426
201,Video Girl Ai,7.21,"Comedy, Drama, Ecchi, Romance",3409
202,Wolf's Rain,7.82,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",528
205,Samurai Champloo,8.5,"Action, Adventure, Comedy, Historical, Samurai, Shounen",86
206,Record of Lodoss War:Chronicles of the Heroic Knight,7.16,"Action, Adventure, Drama, Magic, Romance, Fantasy",3255
207,Record of Lodoss War,7.4,"Action, Adventure, Fantasy, Magic, Shounen, Supernatural",2236
208,R.O.D - Read or Die,7.67,"Action, Sci-Fi, Adventure, Mystery, Historical, Magic",2075
209,R.O.D -The TV-,7.55,"Action, Sci-Fi, Adventure, Comedy, Super Power, Drama",1971
210,Ranma ½,7.76,"Slice of Life, Comedy, Martial Arts, Fantasy, Shounen",767
213,Welcome to Pia Carrot,6.02,"Comedy, Romance, Hentai",7767
214,Welcome To Pia Carrot 2,6.15,"Comedy, Romance, Hentai",8715
216,Welcome to Pia Carrot! Sayaka's Love Story,5.94,"Comedy, Romance",8347
217,New Angel,6.28,"Comedy, Drama, Hentai, Romance",8362
218,Martian Successor Nadesico,7.52,"Action, Comedy, Mecha, Military, Parody, Romance, Sci-Fi, Shounen, Space",2424
219,Martian Successor Nadesico:The Prince of Darkness,6.77,"Action, Comedy, Drama, Mecha, Psychological, Sci-Fi, Shounen, Space",4347
220,Mystery of the Necronomicon,5.76,"Hentai, Horror",8552
223,Dragon Ball,8.0,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",120
225,Dragon Ball GT,6.48,"Action, Sci-Fi, Adventure, Comedy, Super Power, Magic, Fantasy, Shounen",262
226,Elfen Lied,7.56,"Action, Horror, Psychological, Supernatural, Drama, Romance, Seinen",49
227,FLCL,8.03,"Action, Sci-Fi, Comedy, Parody, Dementia, Psychological, Mecha",171
228,Hell Girl,7.65,"Mystery, Horror, Psychological, Supernatural",490
229,Ninja Nonsense,6.92,"Comedy, Parody, Martial Arts",2957
230,Air Master,7.02,"Action, Comedy, Martial Arts, Seinen",2829
231,Shrine of the Morning Mist,6.18,"Action, Comedy, Supernatural, Fantasy, Seinen",5793
232,Cardcaptor Sakura,8.16,"Adventure, Comedy, Drama, Magic, Romance, Fantasy, School, Shoujo",405
235,Case Closed,8.16,"Adventure, Mystery, Comedy, Police, Shounen",580
236,E's Otherwise,6.64,"Adventure, Comedy, Drama, Military, Sci-Fi, Shounen, Supernatural",4193
237,Eureka Seven,8.09,"Adventure, Drama, Mecha, Romance, Sci-Fi",351
238,Flame of Recca,7.36,"Action, Adventure, Martial Arts, Shounen, Super Power",2139
239,Gankutsuou:The Count of Monte Cristo,8.17,"Drama, Mystery, Sci-Fi, Supernatural, Thriller",767
240,Genshiken,7.66,"Slice of Life, Comedy, Parody",976
241,Girls Bravo,6.45,"Harem, Comedy, Romance, Ecchi, Fantasy, School, Shounen",1194
242,The Gokusen,7.42,"Slice of Life, Comedy, Drama, School, Josei",2742
243,Gravitation,7.02,"Comedy, Music, Romance, Shoujo, Shounen Ai",1391
244,Agatha Christie's Great Detectives Poirot and Marple,6.88,"Historical, Mystery",5915
245,Great Teacher Onizuka,8.7,"Slice of Life, Comedy, Drama, School, Shounen",184
246,Rave Master,7.27,"Adventure, Comedy, Fantasy, Romance, Shounen",1600
247,Haruka:Beyond the Stream of Time – A Tale of the Eight Guardians,7.05,"Fantasy, Magic, Supernatural, Demons, Historical, Shoujo",3581
248,Strawberry 100%,6.68,"Comedy, Ecchi, Harem, Romance, Shounen",1440
249,InuYasha,7.85,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Romance, Fantasy, Shounen",187
250,Zatch Bell!,7.55,"Adventure, Comedy, Demons, Supernatural, Magic, Shounen",1417
251,King From Now On!,7.7,"Adventure, Comedy, Demons, Fantasy, Shoujo",1513
253,Haré+Guu,7.84,"Slice of Life, Comedy, School",2987
254,Haré+Guu Deluxe,7.83,"Comedy, Slice of Life",4696
256,Voices of a Distant Star,7.22,"Sci-Fi, Space, Drama, Romance, Mecha",1122
257,Ikki Tousen,6.45,"Ecchi, Super Power, Martial Arts, School",1118
263,Fighting Spirit,8.75,"Comedy, Sports, Drama, Shounen",345
264,Fighting Spirit:Champion Road,8.29,"Comedy, Shounen, Sports",1418
266,Gunparade March:A New Song for the March,6.8,"Drama, Mecha, Military, Romance, Sci-Fi, Shounen, Slice of Life",4264
267,Gungrave,7.87,"Action, Drama, Sci-Fi, Seinen, Super Power",963
268,Golden Boy,8.03,"Adventure, Comedy, Ecchi",579
269,Bleach,7.8,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",33
270,Hellsing,7.5,"Action, Horror, Supernatural, Vampire, Seinen",205
272,Noir,7.31,"Action, Mystery, Drama",1475
273,Someday's Dreamers,6.75,"Slice of Life, Drama, Magic, Shounen",3479
274,Kiddy Grade,7.22,"Action, Sci-Fi, Super Power, Ecchi, Mecha",2531
275,Love♥Love?,5.91,"Ecchi, Comedy, Harem, Romance",3713
276,Mahoromatic:Automatic Maiden,7.18,"Comedy, Ecchi, Military, Romance, Sci-Fi",2174
277,Mahoromatic ~Something More Beautiful~,7.17,"Military, Sci-Fi, Comedy, Drama, Romance, Ecchi",3042
279,Requiem from the Darkness,7.15,"Fantasy, Historical, Horror, Mystery, Psychological, Supernatural",2944
280,Animal Lane,6.83,"Adventure, Comedy, Fantasy, Shoujo",8571
283,Anne of Green Gables,7.7,"Slice of Life, Historical, Drama",3492
288,Beyblade,6.73,"Action, Sci-Fi, Adventure, Comedy, Sports, Shounen",1565
289,Comic Party,6.59,"Comedy, Drama",3950
290,Crest of the Stars,7.69,"Action, Military, Sci-Fi, Space, Romance",2463
292,Hoop Days,6.85,"Drama, Shounen, Sports",3745
295,Misaki Chronicle:Divergence Eve,6.3,"Adventure, Drama, Mecha, Military, Sci-Fi, Space",5883
296,Dragon Drive,6.73,"Action, Sci-Fi, Adventure, Comedy, Fantasy, School, Shounen",3651
297,Grenadier:The Beautiful Warrior,6.72,"Action, Ecchi, Adventure, Comedy, Shounen",2269
298,.hack//Legend Of The Twilight,6.6,"Adventure, Comedy, Fantasy, Game, Sci-Fi, Shounen",1987
299,.hack//Liminality,6.61,"Game, Mystery, Sci-Fi",2958
300,3x3 Eyes,6.77,"Action, Demons, Fantasy, Horror, Romance",3414
302,Future Boy Conan,8.09,"Adventure, Drama, Sci-Fi",2707
303,Oh! My Goddess:The Adventures of Mini-Goddess,6.92,"Comedy, Magic, Supernatural",3652
304,Ah! My Goddess:The Movie,7.57,"Comedy, Magic, Romance, Seinen, Supernatural",2618
306,Magical☆Shopping Arcade Abenobashi,7.26,"Comedy, Parody, Ecchi, Fantasy",1782
307,Adventures On Rainbow Pond,6.01,"Kids, Fantasy, Comedy",10534
309,Akahori's Heretical Hour Love Game,6.16,"Comedy, Magic, Parody",6564
310,Three Little Ghosts,5.98,"Comedy, Supernatural",9434
313,Aim for the Ace! (1979),6.83,"Sports, Drama, Romance, School, Shoujo",7835
315,A Chinese Ghost Story,6.5,"Action, Drama, Fantasy, Romance",8102
316,"F3:Frantic, Frustrated & Female",6.19,"Comedy, Hentai, Yuri",6737
320,Kite,6.56,"Action, Hentai, Police, Drama",2294
321,Najica Blitz Tactics,6.0,"Action, Ecchi, Comedy, Sci-Fi",4443
322,Paradise Kiss,7.83,"Comedy, Drama, Josei, Romance, Slice of Life",983
323,Paranoia Agent,7.68,"Mystery, Dementia, Police, Psychological, Supernatural, Drama, Thriller",489
324,Patlabor:The Mobile Police - The TV Series,7.69,"Comedy, Mecha, Police, Sci-Fi",3054
325,Peach Girl:Super Pop Love Hurricane,7.0,"Slice of Life, Drama, Romance, School, Shoujo",1683
326,Pet Shop of Horrors,7.27,"Horror, Josei, Mystery, Supernatural",2229
327,Petite Princess Yucie,7.42,"Comedy, Magic, Fantasy, Shoujo",4531
328,Piano:The Melody of a Young Girl's Heart,6.02,"Music, Slice of Life, Drama, Romance, Shoujo",5442
329,Planetes,8.31,"Drama, Romance, Sci-Fi, Seinen, Space",762
330,Midori Days,7.28,"Comedy, Drama, Romance, Ecchi, Shounen",1081
331,Magical Circle Guru Guru,7.61,"Adventure, Comedy, Magic, Fantasy, Shounen",5148
332,Magical Circle Guru Guru 2,7.19,"Adventure, Comedy, Magic, Fantasy, Shounen",7592
333,Mama is Just a Fourth Grade Pupil,7.21,"Comedy, Drama, Sci-Fi",6922
334,Marmalade Boy,7.49,"Comedy, Drama, Romance, Shoujo",2474
335,Mythical Detective Loki Ragnarok,7.29,"Comedy, Magic, Mystery, Shounen, Supernatural",2779
337,Psychic Academy,6.24,"Comedy, Romance, Supernatural",4910
338,The Rose of Versailles,8.33,"Military, Historical, Drama, Romance, Shoujo",1832
339,Serial Experiments Lain,8.03,"Dementia, Drama, Mystery, Psychological, Sci-Fi, Supernatural",255
340,Time of Shura,7.59,"Action, Historical, Martial Arts, Samurai, Shounen",3579
341,Spiral:Bond of Reasoning,7.25,"Drama, Mystery, Shounen",2340
343,Tsukuyomi:Moon Phase,7.0,"Comedy, Romance, Vampire, Fantasy, Seinen",1896
344,Twin Spica,7.37,"Sci-Fi, Supernatural, Drama, School",5177
345,Emma:A Victorian Romance,7.67,"Slice of Life, Historical, Drama, Romance, Seinen",2434
346,Double Wish,6.19,"Drama, Harem, Romance, School, Slice of Life",4319
347,Wild Arms,6.66,"Action, Sci-Fi, Adventure, Magic, Vampire, Fantasy",5760
348,Bottle Fairy,6.45,"Comedy, Fantasy, Magic, Slice of Life",3995
349,Magical Kanan,6.19,"Supernatural, Drama, Magic, Fantasy",6789
350,Magical DoReMi,7.21,"Comedy, Magic",2562
352,More! Useless Witch Doremi,7.34,"Magic, Fantasy, Comedy, Shoujo",4048
353,Useless Witch Doremi Kaboom!,7.59,"Comedy, Magic, Shoujo",4525
354,Ultimate Girls,5.63,"Comedy, Ecchi, Magic, Sci-Fi",5317
356,Fate/stay night,7.34,"Action, Supernatural, Magic, Romance, Fantasy",119
357,Bludgeoning Angel Dokuro-chan,6.59,"Comedy, Magic, Ecchi",884
359,I'll/CKBC,6.3,"Action, Sports, School, Shounen",6682
360,Legend of Himiko,6.24,"Adventure, Supernatural, Drama, Fantasy",6415
366,Agent AIKa,5.94,"Action, Ecchi, Adventure, Comedy, Sci-Fi",3152
369,Boogiepop Phantom,7.17,"Psychological, Supernatural, Dementia, Mystery, Drama, Horror",1477
370,Burn Up Excess,6.55,"Action, Adventure, Comedy, Ecchi, Police, Sci-Fi, Shounen",5063
371,Cardcaptor Sakura The Movie,7.64,"Comedy, Drama, Magic, Fantasy, Shoujo",1611
372,Card Captor Sakura Movie 2:The Sealed Card,8.22,"Comedy, Drama, Fantasy, Magic, Romance, Shoujo",1448
373,All Purpose Cultural Cat Girl Nuku Nuku,6.7,"Sci-Fi, Adventure, Comedy, Mecha, Seinen",5053
374,All Purpose Cultural Cat Girl Nuku Nuku Dash!,6.37,"Action, Comedy, Ecchi, Romance, Sci-Fi",6619
375,All Purpose Cultural Cat Girl Nuku Nuku TV,6.53,"Action, Adventure, Comedy, Mecha, Sci-Fi, Seinen",5976
376,Elfen Lied:In the Passing Rain,7.19,"Horror, Psychological, Supernatural, Drama, Ecchi, Seinen",897
379,Excel Saga,7.5,"Comedy, Parody, Sci-Fi, Shounen",1485
380,Mysterious Play OVA,7.16,"Adventure, Fantasy, Romance, Comedy, Historical, Shoujo",3670
381,Mysterious Play OVA 2,7.27,"Adventure, Drama, Fantasy, Historical, Martial Arts, Romance, Shoujo",3838
382,Step Up Love Story,6.37,"Comedy, Ecchi, Romance, Seinen, Slice of Life",2997
384,Gantz,7.05,"Action, Sci-Fi, Horror, Psychological, Supernatural, Drama, Ecchi",491
385,Gilgamesh,6.65,"Drama, Fantasy, Sci-Fi, Supernatural",2776
387,Haibane Renmei,7.99,"Slice of Life, Mystery, Psychological, Drama, Fantasy",700
389,Karas,7.42,"Action, Sci-Fi, Super Power, Fantasy",2067
390,Suzuka,7.22,"Sports, Drama, Romance, Shounen",1397
391,Tales of Phantasia,6.82,"Adventure, Fantasy, Shounen",3594
392,Yu Yu Hakusho:Ghost Files,8.45,"Action, Comedy, Demons, Supernatural, Martial Arts, Shounen",257
393,Escaflowne:A Girl in Gaea,7.08,"Adventure, Drama, Fantasy, Mecha, Romance, Sci-Fi, Shoujo",2053
394,Ai Yori Aoshi:Enishi,7.16,"Comedy, Drama, Harem, Romance, Slice of Life",2223
395,Gantz:Second Stage,7.08,"Action, Sci-Fi, Horror, Psychological, Supernatural, Drama, Ecchi",1096
396,Banner of the Stars,7.72,"Action, Military, Romance, Sci-Fi, Space",3069
397,Banner of the Stars II,7.84,"Action, Military, Romance, Sci-Fi, Space",3643
400,Outlaw Star,7.87,"Action, Sci-Fi, Adventure, Space, Comedy",1180
401,Samurai X:Reflection,8.0,"Romance, Samurai, Historical, Drama, Shounen",1795
404,Bastard!!,6.75,"Action, Adventure, Comedy, Ecchi, Fantasy, Seinen",3016
405,Blood:The Last Vampire,6.91,"Horror, Supernatural, Vampire",1488
407,Detective School Q,7.76,"Comedy, Drama, Mystery, Police, Shounen",3072
408,Final Fantasy VII:Last Order,7.33,"Action, Adventure, Drama, Fantasy, Sci-Fi",1995
411,Gun x Sword,7.28,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",1894
412,He is My Master,6.56,"Comedy, Ecchi, Slice of Life",1819
413,Mars of Destruction,2.23,"Sci-Fi, Horror",2216
415,My Neighbors the Yamadas,7.19,"Slice of Life, Comedy",2796
416,Porco Rosso,7.98,"Action, Military, Adventure, Comedy, Historical, Drama, Romance",895
417,Ragnarok the Animation,6.47,"Action, Magic, Fantasy",2451
418,"Ranma ½:Big Trouble in Nekonron, China",7.26,"Adventure, Comedy, Shounen",3804
419,Samurai Deeper Kyo,6.92,"Adventure, Comedy, Historical, Supernatural, Samurai, Shounen",2275
420,Spriggan,6.68,"Adventure, Military, Sci-Fi, Shounen",3621
424,Dirty Pair,7.18,"Adventure, Comedy, Police, Sci-Fi",3515
425,Araiso Private High School Student Council Executive Committee,6.44,"Comedy, Sports, Shounen Ai",6058
426,Legend of the Crystals:Final Fantasy,6.12,"Action, Adventure, Comedy, Fantasy",4352
427,Kaleido Star,7.94,"Comedy, Sports, Drama, Fantasy, Shoujo",1828
428,Kaleido Star:New Wings Extra Stage,7.52,"Adventure, Comedy, Sports, Drama, Shoujo",4489
429,Kaleido Star:Legend of Phoenix - The Layla Hamilton Story,7.88,"Comedy, Drama, Shoujo",4475
430,Fullmetal Alchemist:The Movie - Conqueror of Shamballa,7.57,"Military, Comedy, Historical, Drama, Fantasy, Shounen",506
431,Howl's Moving Castle,8.67,"Adventure, Drama, Fantasy, Romance",98
432,Iria:Zeiram The Animation,7.07,"Action, Adventure, Space, Sci-Fi",3755
