mal_id,english_name,score,genres,popularity
1441,Night on the Galactic Railroad,7.29,"Drama, Fantasy, Historical, Kids, Mystery",3954
1442,Reign:The Conqueror,5.71,"Action, Adventure, Fantasy, Historical, Sci-Fi, Supernatural",5843
1444,Sol Bianca:The Legacy,6.37,"Adventure, Mecha, Sci-Fi, Space",6965
1445,Speed Racer,6.67,"Adventure, Cars, Sports, Shounen",4643
1448,Voltron:Defender of the Universe,6.83,"Adventure, Mecha, Sci-Fi, Shounen",4899
1450,Brigadoon,7.26,"Adventure, Comedy, Drama, Mecha, Sci-Fi",4841
1451,Sword for Truth,4.74,"Action, Supernatural, Historical, Thriller",7343
1453,Maison Ikkoku,8.18,"Slice of Life, Comedy, Drama, Romance, Seinen",2240
1455,Ninja Resurrection,5.23,"Action, Supernatural, Samurai, Historical",6042
1456,Licensed by Royalty,6.49,"Action, Adventure, Police, Mystery",7238
1457,Key the Metal Idol,6.92,"Action, Sci-Fi, Music, Psychological, Drama, Mecha",4071
1458,Tekkaman,6.2,"Action, Adventure, Mecha, Sci-Fi, Shounen, Space",8403
1459,Tekkaman Blade,7.46,"Action, Adventure, Space, Mecha, Romance, Military, Drama, Sci-Fi, Shounen",4367
1460,Tekkaman Blade II,6.3,"Action, Military, Sci-Fi, Adventure, Space, Drama, Mecha",7423
1465,Sadamitsu the Destroyer,6.88,"Action, Mecha, School, Sci-Fi, Seinen",6498
1466,Hakugei:Legend of the Moby Dick,6.64,"Sci-Fi, Adventure, Space",7672
1468,Baoh the Visitor,6.12,"Action, Sci-Fi, Super Power, Martial Arts, Shounen",4436
1469,Monster Rancher,6.82,"Action, Adventure, Comedy, Fantasy",2691
1474,City Hunter:.357 Magnum,7.43,"Action, Comedy, Mystery, Shounen",5961
1475,City Hunter:Bay City Wars,7.37,"Action, Comedy, Mystery, Shounen",6150
1476,City Hunter:Million Dollar Conspiracy,7.38,"Action, Mystery, Comedy, Shounen",6270
1477,City Hunter:The Secret Service,7.44,"Action, Comedy, Mystery, Shounen",6046
1478,City Hunter:The Motion Picture,7.52,"Adventure, Comedy, Shounen",6347
1482,D.Gray-man,8.05,"Action, Adventure, Comedy, Super Power, Demons, Shounen",194
1484,Blood Reign:Curse of the Yoma,6.09,"Action, Demons, Fantasy, Horror, Supernatural",5684
1485,Baby and Me,7.86,"Comedy, Drama, Shoujo",3939
1486,Kodocha,8.04,"Comedy, Drama, Romance, Shoujo",2285
1490,The Galaxy Railways,7.16,"Action, Adventure, Drama, Sci-Fi, Space",4953
1492,Project ARMS,6.99,"Action, Martial Arts, Super Power",4711
1496,Miyuki-chan in Wonderland,5.75,"Comedy, Ecchi, Fantasy, Shoujo Ai",4853
1497,Tales of the Street Corner,6.61,"Drama, Music, Romance",7550
1498,Black Blood Brothers,7.14,"Action, Comedy, Fantasy, Shounen, Supernatural, Vampire",1502
1500,Ghost Talker's Daydream,6.21,"Comedy, Horror, Supernatural, Drama, Ecchi",5220
1502,Magical Project S,6.73,"Comedy, Parody, Magic, Fantasy, Seinen",6054
1503,Magical Project S Specials,6.26,"Adventure, Comedy, Fantasy, Magic, Parody, Seinen",9801
1508,Sci-fi Harry,6.21,"Drama, Horror, Sci-Fi",5549
1509,Save Me! Lollipop,6.68,"Adventure, Comedy, Magic, Romance, Shoujo",3660
1512,Angels in the Court,5.84,"Hentai, School, Sports",8202
1514,UFO Ultramaiden Valkyrie 3:Bride of Celestial Souls' Day,6.97,"Comedy, Magic, Romance, Sci-Fi",5885
1516,Kirarin Revolution,7.07,"Comedy, Drama, Romance, Shoujo",3283
1519,Black Lagoon:The Second Barrage,8.19,"Action, Seinen",350
1520,Black Jack,7.74,"Drama, Mystery, Psychological, Thriller",2975
1521,Black Jack:The Movie,7.33,Drama,4855
1524,Windy Tales,7.22,"Slice of Life, Fantasy, Supernatural, School, Drama",4227
1526,Pokemon:Lucario and the Mystery of Mew,7.31,"Action, Adventure, Kids, Drama, Fantasy",1560
1527,Pokemon:The Mastermind of Mirage Pokemon,6.48,"Adventure, Comedy, Fantasy, Kids",3348
1528,Battle Skipper,5.25,"Sci-Fi, Comedy, Mecha",9396
1529,Devadasy,4.74,"Action, Ecchi, Psychological, Mecha",8443
1530,Kanon,8.01,"Slice of Life, Supernatural, Drama, Romance",621
1532,Sukisho,6.71,"Comedy, Drama, Romance, Shoujo, Shounen Ai, Slice of Life",2447
1533,Wedding Peach,6.69,"Adventure, Magic, Comedy, Romance, Shoujo",3787
1534,Pretty Cure:Splash Star,7.13,"Action, Comedy, Magic, Fantasy, Shoujo",4934
1535,Death Note,8.63,"Mystery, Police, Psychological, Supernatural, Thriller, Shounen",1
1536,Buso Renkin,7.35,"Action, Fantasy, Supernatural, Comedy, School, Shounen",974
1537,Ryu the Primitive Boy,6.3,"Action, Sci-Fi, Adventure, Romance, Shounen",9289
1541,Fist of the Blue Sky,6.69,"Action, Historical, Martial Arts",5004
1543,Brighter Than the Dawning Blue,7.14,"Comedy, Romance, School, Sci-Fi",2797
1544,Super Robot Wars Original Generation:The Animation,6.68,"Mecha, Sci-Fi, Shounen, Space",7456
1546,Negima!? Magister Negi Magi,7.02,"Adventure, Harem, Comedy, Supernatural, Magic, Romance, Ecchi, Fantasy, School",1707
1548,Queen Millennia,7.2,"Sci-Fi, Mystery, Drama",7077
1552,Sunny Ryoko! You Were There in a Dream,6.23,"Comedy, Drama, Romance",10842
1554,Living for the Day After Tomorrow,7.07,"Supernatural, Drama",3499
1555,Tokimeki Memorial,7.07,"Comedy, Harem, Romance, School",2820
1556,Demon Prince Enma,7.13,"Horror, Demons, Supernatural, Magic, Ecchi, Fantasy, Seinen",3880
1557,Shonen Onmyoji,7.59,"Action, Magic, Fantasy, Supernatural, Demons, Historical, Shoujo",2293
1558,Sex Demon Queen,6.07,"Comedy, Demons, Fantasy, Hentai, Magic, Parody",7556
1559,KenIchi:The Mightiest Disciple,8.11,"Action, Comedy, Martial Arts, School, Shounen",597
1560,Voltage Fighter Gowcaizer,5.05,"Action, Sci-Fi, Ecchi, Martial Arts, Shounen",7773
1561,Lovely Idol,6.18,Music,5529
1562,The Seven Metamorphoses of Yamato Nadeshiko,7.76,"Comedy, Shoujo",1104
1563,Magic Knight Rayearth II,7.52,"Adventure, Drama, Fantasy, Magic, Mecha, Romance, Shoujo",3155
1564,Pokemon:Advanced,7.09,"Action, Adventure, Comedy, Kids, Fantasy",1066
1566,Ghost in the Shell:Stand Alone Complex - Solid State Society,8.14,"Military, Sci-Fi, Mystery, Police, Mecha, Seinen",1584
1567,Mysterious Thief Saint Tail,7.55,"Adventure, Magic, Romance, Shoujo",4113
1569,Otoboku:Maidens are Falling for Me!,7.06,"Comedy, Drama, Romance, School",2106
1570,Happiness!,6.41,"Comedy, Harem, Magic, Romance, School",2865
1571,Ghost Hunt,7.81,"Mystery, Comedy, Horror, Supernatural, Shoujo",766
1572,Kimba the White Lion,6.56,"Adventure, Kids, Shounen",5999
1573,Zenki,6.98,"Action, Comedy, Drama, Ecchi, Fantasy, Horror, Magic, Shounen",4757
1575,Code Geass:Lelouch of the Rebellion,8.72,"Action, Military, Sci-Fi, Super Power, Drama, Mecha, School",15
1576,Intrigue in the Bakumatsu:Irohanihoheto,7.13,"Action, Drama, Historical, Samurai",2715
1577,You're Under Arrest,7.46,"Action, Comedy, Police, Seinen",3883
1578,Loving Angel Angelique:When Hearts Awaken,6.88,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, Sci-Fi, Shoujo",4911
1579,La corda d'oro:primo passo,7.48,"Harem, Music, Comedy, Drama, Magic, Romance, School, Shoujo",1570
1580,Madara,6.12,"Adventure, Demons, Supernatural, Shounen",9223
1582,Submarine 707R,6.28,"Action, Adventure, Military, Sci-Fi",8278
1583,009-1,6.26,"Action, Mecha, Sci-Fi, Seinen",3947
1587,Ghost Slayers Ayashi,6.92,"Supernatural, Demons, Historical",4187
1588,Venus to Mamoru!,7.08,"Comedy, Romance, School",3362
1589,Bartender,7.37,"Drama, Seinen, Slice of Life",1794
1590,Legendz:Tale of the Dragon Kings,7.27,"Action, Adventure, Fantasy, Comedy",8459
1593,Azumanga Web Daioh,6.71,"Comedy, School, Slice of Life",3119
1594,Hell Girl:Two Mirrors,7.93,"Mystery, Horror, Psychological, Supernatural",1103
1598,Casshan:Robot Hunter,6.35,"Adventure, Mecha, Sci-Fi",5673
1601,Red Garden,7.09,"Drama, Mystery",2586
1602,Strain:Strategic Armored Infantry,7.07,"Drama, Ecchi, Mecha, Military, Sci-Fi, Space",3669
1603,Super Robot Wars The Original Generation:The Divine Wars,6.84,"Action, Mecha, Sci-Fi",5725
1604,Reborn!,8.18,"Action, Comedy, Shounen, Super Power",279
1606,Kekkaishi,7.63,"Action, Adventure, Comedy, Demons, Supernatural, Shounen",1491
1607,Venus Versus Virus,6.39,"Drama, Romance, Supernatural",3178
1609,My-Otome Zwei,7.27,"Action, Magic",3871
1614,Captain Tsubasa,7.4,"Action, Sports, Shounen",2508
1626,Harmagedon,5.16,"Action, Adventure, Comedy, Drama, Mecha, Sci-Fi, Shounen",6782
1628,Demon Lord Dante,6.06,"Action, Demons, Horror, Shounen, Supernatural",5398
1629,The Devil Lady,6.66,"Action, Psychological, Drama, Horror",3798
1630,Elf Princess Rane,6.11,"Adventure, Comedy, Fantasy",7518
1632,Princess 69:Midnight Gymnastics,6.06,"Hentai, School",6903
1637,The Poem of Wind and Trees,6.88,"Drama, Historical, Romance, Shoujo, Shounen Ai",4686
1638,Peter Pan & Wendy,6.84,"Adventure, Fantasy",7386
1640,Angel's Feather,5.48,"Sci-Fi, Supernatural, Drama, Romance, Fantasy, Shounen Ai",3776
1641,Iron Virgin Jun,4.61,"Action, Fantasy, Martial Arts, Comedy, Super Power",8790
1642,Sugar Sugar Rune,7.44,"Fantasy, Magic, Shoujo",2953
1645,Harlock Saga:The Ring of the Nibelung - The Rhein Gold,6.71,"Action, Sci-Fi, Adventure, Space, Drama, Seinen",6392
1647,Apocalypse Zero,4.74,"Action, Demons, Ecchi, Horror, Mecha, Sci-Fi, Super Power",5147
1648,"UFO Ultramaiden Valkyrie 4:Banquet of Time, Dreams, and Galaxies",6.85,"Comedy, Romance, Sci-Fi",6327
1650,Star Blazers:The Quest for Iscandar,7.59,"Action, Adventure, Drama, Military, Sci-Fi, Space",3543
1651,Star Blazers:The Comet Empire,7.42,"Action, Military, Sci-Fi, Adventure, Space, Drama",5818
1652,Star Blazers:The Bolar Wars,7.07,"Action, Military, Sci-Fi, Adventure, Space, Drama",6637
1655,Nerima Daikon Brothers,7.33,"Comedy, Music",5450
1657,Garzey's Wing,4.18,"Action, Fantasy",4382
1658,Puppet Princess,6.5,"Action, Comedy, Fantasy, Historical, Horror, Martial Arts, Samurai, Shounen, Supernatural",6306
1660,Kurogane Communication,6.66,"Action, Adventure, Drama, Sci-Fi",6694
1664,Babel II:Beyond Infinity,5.75,"Action, Adventure, Supernatural, Mystery, Sci-Fi, Shounen",7982
1665,Babel II,5.88,"Action, Sci-Fi, Mecha",8699
1668,Beyblade G Revolution,6.93,"Action, Adventure, Comedy, Sci-Fi, Shounen, Sports",2598
1669,Beyblade V-Force,6.68,"Action, Adventure, Comedy, Sci-Fi, Shounen, Sports",2210
1670,Beyblade the Movie:Decisive Battle! Takao VS Daichi,6.59,"Action, Sci-Fi, Adventure, Comedy, Sports, Shounen",5198
1671,Starship Girl Yamamoto Yohko II,6.27,"Action, Sci-Fi, Adventure",8933
1675,Transformers Armada,6.76,"Action, Sci-Fi, Mecha, Shounen",5490
1678,Cyborg 009,7.28,"Action, Sci-Fi, Adventure, Mecha, Shounen",3221
1681,Brave Story,7.46,"Action, Adventure, Fantasy, Kids, Magic, Supernatural",2644
1684,.Koni-chan,7.26,Comedy,7929
1686,Bleach the Movie:Memories of Nobody,7.45,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",660
1689,5 Centimeters Per Second,7.73,"Drama, Romance, Slice of Life",136
1690,Bokurano,7.66,"Sci-Fi, Psychological, Drama, Mecha, Seinen",987
1691,Kaze no Stigma,7.26,"Action, Magic, Romance, Fantasy, Shounen",353
1693,Reideen,6.56,"Action, Mecha, Sci-Fi",5463
1694,IDOLM@STER Xenoglossia,6.52,"Action, Comedy, Mecha, Sci-Fi",3653
1696,Murder Princess,7.02,"Action, Adventure, Fantasy",2226
1698,Nodame Cantabile,8.32,"Music, Slice of Life, Comedy, Drama, Romance, Josei",558
1699,Romeo x Juliet,7.66,"Drama, Fantasy, Historical, Romance",957
1701,My Dear Marie,6.28,"Comedy, Ecchi, Romance, Sci-Fi, Seinen",7066
1702,Square Of The Moon:The Night Is Coming!,5.65,"Demons, Hentai, Horror, Super Power, Supernatural",8112
1705,Genma Wars,5.1,"Adventure, Drama, Horror, Sci-Fi, Shounen, Supernatural",9529
1707,Ultimate Muscle,6.9,"Action, Sci-Fi, Comedy, Sports, Martial Arts, Shounen",4449
1708,Beast Fighter:The Apocalypse,5.39,"Action, Super Power, Demons, Supernatural, Shounen",9005
1709,Pokemon:Mewtwo Returns,7.06,"Action, Adventure, Comedy, Drama, Fantasy, Kids",1965
1710,MegaMan NT Warrior,6.93,"Action, Game, Sci-Fi, Adventure, Comedy, Mecha, Shounen",2895
1718,Di Gi Charat:Winter Garden,6.59,"Drama, Romance, Shoujo, Slice of Life",5721
1719,Rozen Maiden:Ouvertüre,7.73,"Action, Comedy, Drama, Magic, Seinen",2113
1723,Clannad The Motion Picture,7.25,"Drama, Romance, Fantasy, School",1030
1726,Devil May Cry,6.98,"Action, Demons, Fantasy",563
1727,Polyphonica,6.84,"Drama, Fantasy, Music, Romance, School",3021
1728,Super GALS!,7.42,"Comedy, Slice of Life, Shoujo",4064
1729,Maria Watches Over Us 3rd,7.85,"Drama, School, Shoujo Ai, Slice of Life",3775
1735,Naruto:Shippuden,8.16,"Action, Adventure, Comedy, Super Power, Martial Arts, Shounen",18
1737,Space Warrior Bladios,6.5,"Sci-Fi, Adventure, Space, Drama, Mecha, Shounen",9397
1738,Ramen Fighter Miki,7.11,"Action, Comedy, Martial Arts, Parody, Shounen",3914
1740,Government Crime Investigation Agent Zaizen Jotaro,5.51,"Action, Police, Drama, Seinen",10055
1742,Legend of the Dragon Kings,6.56,"Mystery, Super Power, Supernatural, Drama",8255
1743,Super Milk-Chan,5.83,"Action, Comedy, Parody, Sci-Fi",7255
1744,Mirmo Zibang!,7.3,"Kids, Adventure, Fantasy, Magic, Comedy, Romance, School, Drama, Shoujo",4156
1745,Wild 7 Another,5.28,"Action, Adventure, Police, Shounen",11158
1746,Zoids Fuzors,6.42,"Adventure, Mecha, Sci-Fi, Shounen",4944
1747,Freedom,7.45,"Action, Sci-Fi, Adventure, Space",3622
1749,Ah! My Buddha Special,6.68,"Ecchi, Comedy, Romance, Supernatural",4364
1750,Ah My Buddha Katsu Special,6.63,"Ecchi, Comedy, Romance, Supernatural",4488
1751,Chrono Trigger,5.28,"Action, Comedy, Fantasy",5924
1752,Di Gi Charat Movie:A Trip To The Planet,6.58,Comedy,7978
1759,Black Lion,5.62,"Action, Adventure, Historical, Sci-Fi, Shounen",7613
1760,Golgo 13:The Professional,6.78,"Action, Military, Adventure, Drama, Seinen",4407
1761,Golgo 13:Queen Bee,6.59,"Action, Adventure, Military, Drama, Seinen",5376
1762,The Heroic Legend of Arslan,6.92,"Action, Adventure, Drama, Fantasy, Historical",3808
1765,Vampire Wars,4.69,"Super Power, Supernatural, Vampire",7490
1766,Suikoden Demon Century,5.75,"Action, Martial Arts, Fantasy",8482
1767,Psycho Diver:Soul Siren,5.69,"Horror, Psychological, Sci-Fi",7063
1768,Kikaider 01:The Animation,6.78,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",8311
1769,The Super Milk-Chan Show,5.99,"Action, Parody, Comedy, Sci-Fi",6800
1772,Virgin Fleet,5.23,"Fantasy, Military, School, Sci-Fi",9294
1773,Fist of the North Star:Raoh Side Story Junai Arc,7.47,"Action, Adventure, Martial Arts",5057
1774,HeatGuy J Special,7.04,"Action, Adventure, Mecha, Police, Sci-Fi",8536
1775,Dimension Movement of Nazca,5.65,"Action, Adventure, Drama, Magic, Fantasy",6289
1776,Red Hawk - Weapon Of Death,5.57,"Super Power, Martial Arts",10475
1777,The Weathering Continent,6.21,"Action, Adventure, Fantasy, Supernatural",6680
1780,Beat Angel Escalayer,6.54,"Demons, Hentai, Sci-Fi, Super Power",4990
1782,Hyakki:The Secret of Devil's Island,5.6,"Hentai, Horror",8457
1786,Sprite:Between Two Worlds,5.79,"Comedy, Ecchi, Romance, School",9123
1787,Viper GTS,7.0,"Demons, Hentai",4620
1791,Love Doll,5.71,"Hentai, Drama",7614
1793,A Wind Named Amnesia,6.39,"Action, Dementia, Drama, Sci-Fi",4226
1794,Dirty Pair:Affair of Nolandia,6.4,"Action, Sci-Fi, Adventure, Comedy, Police",7295
1795,Original Dirty Pair:Flight 005 Conspiracy,6.79,"Action, Sci-Fi, Adventure, Comedy, Police",7479
1796,Dirty Pair:Project Eden,7.08,"Action, Sci-Fi, Adventure, Comedy, Police",5723
1797,Animation Runner Kuromi,6.92,"Comedy, Parody, Drama",5272
1798,Animation Runner Kuromi 2,6.94,"Comedy, Parody, Drama",6386
1799,Fatal Fury:Legend of the Hungry Wolf,6.45,"Action, Adventure, Drama, Martial Arts, Romance, Shounen",5262
1800,Fatal Fury 2:The New Battle,6.74,"Action, Adventure, Drama, Martial Arts, Shounen",5470
1802,Dirty Pair Flash,6.67,"Action, Adventure, Police, Comedy, Sci-Fi",5608
1803,Dirty Pair:With Love From the Lovely Angels,7.03,"Action, Adventure, Comedy, Police, Sci-Fi",7032
1804,Here is Greenwood,6.83,"Comedy, Drama, Romance, Shoujo, Slice of Life, Supernatural",5489
1805,Master of Mosquiton,6.69,"Action, Adventure, Comedy, Demons, Supernatural, Vampire",6639
1806,Master of Mosquiton '99,6.52,"Action, Adventure, Comedy, Supernatural, Vampire",7453
1810,Shattered Angels,6.48,"Drama, Magic, Romance, Shounen",2614
1815,Shakugan no Shana:The Movie,7.39,"Action, Supernatural, Fantasy",2082
1816,Sonic X,6.46,"Sci-Fi, Adventure, Comedy, Kids, Mecha, Shounen",2092
1818,Claymore,7.78,"Action, Adventure, Super Power, Demons, Supernatural, Fantasy, Shounen",208
1821,Blood Shadow,6.18,"Harem, Hentai",6569
1822,The Hakkenden:Legend of the Dog Warriors,6.61,"Action, Adventure, Historical, Demons, Martial Arts, Samurai, Shounen",5649
1824,Barefoot Gen,7.79,"Drama, Historical",2693
1825,Barefoot Gen 2,7.37,"Drama, Historical, Shounen",5077
1826,Deltora Quest,7.04,"Adventure, Kids, Fantasy",3445
1827,Moribito - Guardian of the Spirit,8.17,"Action, Adventure, Historical, Fantasy",845
1828,Catblue Dynamite,6.06,"Action, Fantasy",9199
1829,Tales from Earthsea,6.95,"Adventure, Magic, Fantasy",1317
1831,Iczelion,5.64,"Action, Adventure, Sci-Fi",8538
1832,Hades Project Zeorymer,6.18,"Action, Sci-Fi, Psychological, Drama, Mecha",6733
1833,Garaga,5.18,"Action, Sci-Fi, Adventure",9926
1834,Dragon Knight:Wheel of Time,5.75,"Adventure, Fantasy, Hentai, Magic",8238
1835,Megaman Star Force,7.11,"Action, Game, Sci-Fi, Shounen",4741
1837,Dokkoida?!,6.81,"Action, Sci-Fi, Adventure, Comedy, Parody, Shounen",6463
1838,Honey x Honey Drops,5.98,"Drama, Romance, School, Shoujo",3410
1840,The Familiar of Zero:Knight of the Twin Moons,7.49,"Action, Adventure, Harem, Comedy, Magic, Romance, Ecchi, Fantasy, School",319
1844,CLAMP School Detectives,6.91,"Action, Mystery, Comedy, Shoujo",4648
1846,Princess Nine,7.15,"Sports, Romance, Drama",4988
1848,Lord of Lords Ryu Knight,6.6,"Action, Adventure, Fantasy, Mecha",8231
1849,Lord of Lords Ryu Knight:Adeu's Legend,6.31,"Action, Adventure, Fantasy, Mecha",10366
1850,Lord of Lords Ryu Knight:Adeu's Legend II,6.04,"Action, Adventure, Fantasy, Mecha",11274
1851,Lord of Lords Ryu Knight:Adeu's Legend Final,6.07,"Parody, Adventure, Fantasy, Comedy, Mecha",11357
1852,Hidamari Sketch,7.45,"Comedy, School, Seinen, Slice of Life",1872
1853,Cutey Honey F,6.57,"Action, Adventure, Comedy, Magic, Romance, Sci-Fi, Shoujo",5512
1854,MegaMan:Wishing upon a Star,6.45,"Action, Sci-Fi, Adventure",7632
1855,Wild Cardz,5.13,"Adventure, Comedy, Fantasy, Magic, Shounen",9748
1860,Tokyo Majin,7.15,"Action, Horror, Supernatural, Drama, Martial Arts, Fantasy, School",1871
1864,Loving Angel Angelique:Radiant Tomorrow,6.99,"Drama, Fantasy, Harem, Romance, Shoujo",5080
1866,Elementalors,5.82,"Action, Adventure, Fantasy, Magic, Romance, Shounen, Supernatural",8006
1867,Mighty Space Miners,6.31,"Action, Adventure, Sci-Fi, Shounen, Space",9648
1872,Ape Escape,6.15,"Adventure, Comedy, Fantasy, Kids, Romance, Shounen",10439
1873,Plastic Model Wrestling Sanshiro,7.37,"Adventure, Sports, Mecha, School, Sci-Fi, Shounen",7877
1879,Goku:Midnight Eye,6.48,"Action, Sci-Fi, Mystery, Seinen",5465
1880,Goku II:Midnight Eye,6.23,"Action, Sci-Fi, Adventure, Mystery, Super Power, Seinen",7016
1881,Sasami Magical Girls Club,6.62,"Fantasy, Magic, School",5882
1883,How to Breed Kappas,6.3,Comedy,9130
1884,Princess Beware,6.34,Comedy,8611
1887,Lucky☆Star,7.77,"Slice of Life, Comedy, Parody, School",218
1888,Strawberry Marshmallow OVA,7.72,"Comedy, School, Slice of Life",3600
1889,When They Cry:Kai,8.23,"Mystery, Psychological, Supernatural, Thriller",344
1894,Yu-Gi-Oh!:The Movie,6.59,"Adventure, Comedy, Fantasy, Game",1973
1897,Zettai Muteki Raijin-Oh,6.76,"Adventure, Mecha, School, Sci-Fi",9871
1899,Cybuster,6.1,"Adventure, Mecha, Sci-Fi, Shounen",8232
1900,Twin Signal,6.35,"Action, Comedy, Mecha, Sci-Fi",9613
1901,They Were Eleven,7.09,"Action, Sci-Fi, Adventure, Mystery, Space, Drama, Romance, Shoujo",5227
1909,Bad Teacher Equation,6.11,"Comedy, Romance, Shounen Ai",6972
1914,Tales of Saiunkoku,8.07,"Adventure, Comedy, Drama, Fantasy, Historical, Romance",2749
1915,Magical Girl Lyrical Nanoha StrikerS,7.65,"Action, Magic, Comedy, Super Power, Drama",2328
1918,Magical Girl Pretty Sammy,6.4,"Comedy, Parody, Magic, Fantasy",5923
1925,Urusei Yatsura Movie 6:Always My Darling,6.84,"Action, Sci-Fi, Adventure, Comedy, Drama, Romance",6458
1927,Campus Special Investigator Hikaruon,5.59,"Action, Super Power, Martial Arts, School",8686
1928,Early Reins,5.92,"Action, Adventure, Seinen",7866
1929,Pretty Cure Max Heart,6.94,"Action, Comedy, Fantasy, Magic, Shoujo",4351
1931,Pretty Cure Max Heart:Friends of the Snow-Laden Sky,7.09,"Fantasy, Magic, Comedy, Shoujo",6488
1932,Yes! Pretty Cure 5,7.14,"Action, Fantasy, Magic, School, Shoujo",4490
1933,Growlanser IV:Wayfarer of Time,5.68,Action,9779
1935,Megazone 23,6.81,"Action, Sci-Fi, Music, Mystery, Romance, Mecha",4244
1936,"Don't Leave Me Alone, Daisy",5.65,"Sci-Fi, Comedy, Romance, Shounen",9914
1943,Paprika,8.06,"Dementia, Fantasy, Horror, Mystery, Psychological, Sci-Fi, Thriller",361
1944,Photon:The Idiot Adventures,7.07,"Action, Adventure, Comedy, Drama, Ecchi, Mecha, Romance, Sci-Fi",4539
1946,Tomorrow's Nadja,7.59,"Adventure, Drama, Historical, Romance, Shoujo",3303
1947,Strange Steel Fairy Rouran,5.82,"Action, Fantasy, Mecha",9323
1951,Neo Tokyo,7.05,"Adventure, Fantasy, Horror, Sci-Fi, Supernatural",3380
1952,Night Warriors:Darkstalkers' Revenge,6.63,"Action, Adventure, Supernatural, Drama, Vampire, Fantasy",4229
1953,Code Geass:Lelouch of the Rebellion Picture Dramas,6.97,"Comedy, School, Slice of Life",2400
1954,Magic Knight Rayearth OVA,6.89,"Action, Adventure, Fantasy",4383
1956,Ikkitousen:Dragon Destiny,6.8,"Action, Super Power, Ecchi, Martial Arts, School",1862
1957,Wedding Peach DX,6.66,"Adventure, Magic, Comedy, Romance, Shoujo",6524
1962,The Daichis:Earth's Defense Family,6.57,"Action, Sci-Fi, Comedy, Drama",9527
1964,Sakura Wars:School of Paris,6.44,"Action, Adventure, Game, Harem, Mecha, Sci-Fi",7608
1967,Mobile Suit Zeta Gundam:A New Translation - Heir to the Stars,7.16,"Military, Sci-Fi, Space, Drama, Mecha",4881
1968,Mobile Suit Zeta Gundam:A New Translation II - Lovers,7.06,"Military, Sci-Fi, Space, Drama, Romance, Mecha",5097
1969,Mobile Suit Zeta Gundam:A New Translation III - Love Is the Pulse of the Stars,7.15,"Military, Sci-Fi, Space, Drama, Mecha",5122
1972,Sherlock Hound,7.37,"Action, Adventure, Mystery, Comedy, Police",5224
1974,Glass Mask,8.09,"Drama, Shoujo",2921
1975,Invincible King Tri-Zenon,6.15,"Mecha, Sci-Fi",10439
1978,Noiseman Sound Insect,6.52,"Action, Fantasy, Sci-Fi",5303
1982,Male,5.28,Slice of Life,7886
1983,Black Jack:The Two Doctors of Darkness,7.22,Drama,7029
1986,Dangard Ace,6.33,"Mecha, Military, Sci-Fi, Shounen, Space",10029
1988,Himawari Too!!,6.47,"Comedy, Romance",4940
1989,The Drop,5.69,Comedy,8597
1992,Hyper Speed GranDoll,5.53,"Action, Comedy, Mecha, School",9373
1994,.hack//Legend of the Twilight Offline Meeting Special,6.18,"Adventure, Comedy, Fantasy, Game, Sci-Fi",4745
1995,Papillon Rose OVA,4.71,"Ecchi, Magic, Sci-Fi, Parody",5831
1999,Sakura Wars:~Su~Mi~Re~,6.43,"Adventure, Drama, Mecha, Sci-Fi, Shounen",8226
2000,Roujin Z,7.05,"Comedy, Drama, Mecha, Sci-Fi",3388
2001,Gurren Lagann,8.66,"Action, Adventure, Comedy, Mecha, Sci-Fi",46
2002,Heroic Age,7.56,"Action, Mecha, Military, Sci-Fi, Space",1439
2003,The Tokyo Project,5.38,"Action, Sci-Fi, Mystery, Mecha",9505
2010,You're Under Arrest:No Mercy!!,6.56,"Action, Comedy, Police, Shounen",7074
2011,You're Under Arrest Mini Specials,7.06,"Action, Comedy, Police, Shounen",6485
2013,You're Under Arrest The Movie,7.38,"Action, Comedy, Drama, Police, Shounen",5759
2014,You're Under Arrest:Fast & Furious,7.41,"Action, Comedy, Police, Shounen",5257
2017,Mermaid's Scar,6.82,"Drama, Fantasy, Horror, Mystery",5904
2018,Laughing Target,6.24,"Horror, Mystery",7307
2021,Samurai XXX,6.12,"Adventure, Comedy, Hentai",8046
2025,Darker than Black,8.12,"Action, Sci-Fi, Mystery, Super Power",113
2026,Hayate the Combat Butler,7.58,"Action, Harem, Comedy, Parody, Romance, Shounen",766
2029,The Sea Prince and the Fire Child,6.73,"Drama, Fantasy, Romance",7033
2030,El Cazador de la Bruja,7.24,"Adventure, Drama, Mystery",2382
2031,Shining Tears X Wind,6.52,"Action, Adventure, Fantasy, Magic",2928
2033,Tamala 2010:A Punk Cat in Space,6.18,"Comedy, Dementia, Psychological, Sci-Fi",5682
2034,Lovely Complex,8.06,"Comedy, Romance, Shoujo",299
2041,Super Pig,6.63,"Parody, Adventure, Fantasy, Magic, Comedy, Romance, School, Shoujo",5193
2042,The Five Star Stories,6.6,"Action, Drama, Fantasy, Mecha, Sci-Fi",4886
2044,Magical Angel Creamy Mami,7.13,"Comedy, Fantasy, Magic, Romance, School, Sci-Fi, Shoujo",4829
2047,Mermaid,6.39,Fantasy,7474
